id,year,newspaper,language,script,title,text,url
news_archive:CNTS-00098985277,1896,독립신문(서재필),Modern Korean,Hangeul,관보 월 칠일 죠칙 슬푼지라 근년,죠칙 슬푼지라 근년 써 옴으로 셩의 이 졍치 못 야 혹 거즛 도로 달내야 여러 사 을 미혹케  쟈도 잇며 혹 의병이라 닐 난 긔틀을 움이 쟈도 잇니 이 짐이 교휵을 잘 지못야 스로 앙과 난을 속게이라 엇지 붓그럽지 아니리요 일노써 죠칙이 여러번 리시고 원을 보내야 화와 복으로 회유 야 션악을 스로 닷게 야도 다 어르셕음을 능히 돌니지 아니 짐이 반시 죽이 권으로 반시 사는 길을 열고져 야 부득이 님군의 군를 명야 방으로 나가게  그죄를 물으면 비류라 나 그근본을 궁구 면 다 짐의 아이요  봄을 당야 농 힘쓸를 일흐면 병난헤 주리고 곱이 치지 아니야 쳔과 구렁에 굴너 죽음을 면치못 지니 말과 각이 이에 니르면 이 불듯 야 엇지 감이 편며 밥이달니요  짐이 들으니 근일에 외국 사이 포도의게 죽음이 간간이 잇고 국 인민이 외국 사의게 죽은쟈도 잇다니 짐이 이 심히 근심되고 민망고 놀내고 한탄 노라 이제 만국이 서로 통야 사괸 의가 더욱 도타올 더러 하님이 우희 계시샤 살니시기를 됴하 시 덕으로 갈치 보시니 엇지 내디경 네디경을 의론며 여긔 약 과 뎌그 강홈을 난호리요 우리가 모도 동포지인이라 동포 형뎨로 형이 아오를 야도 하님이  앙을 리실 거시며 아오가 형을 야도 하님이 화를 리실지니 가히 두렵지 아니 랴 슬푼지라 짐의 죠졍에 잇 모든 신하 들은 짐의  본밧고 각각 디방관의게 신칙셔 알게 야 안과 밧긔 둘이 업시보호기를 갈치 야 인민으로 여곰 악씀을 고치고 착을 열어 잔인 을 치말고 의심 됨을 품지말며 대져 내 나라 인민과 외국 인민의 죽임을 만난 쟈를 낫낫치 다 알외야 히 짐의 눈에 잇것치 며 속히 짐의 에 스로 경게게 지어다 공쥬 판쇼 판 니죵쥬 판쇼 판 니명원 즁츄원의관 윤샹쳘 의원 면본관 개쳔 군슈 오승 면본관 공쥬 판쇼 판 니건하 쥬 판쇼 판 윤길구 면증게다 내각 쥬 한영복 견을 당다,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985277
news_archive:CNTS-00098985278,1896,독립신문(서재필),Modern Korean,Hangeul,관보 월 팔일 셰무쥬샤 위원 숑자슌,셰무쥬샤 위원 숑자슌 젼쥬 박쥰필 금구 졍윤협 인 숑셕진 졍읍 유긔 장셩 김영환 영광 니문영 무쟝 김셕 고창 윤죵회 흥덕 김병규 고부 은셰창 부안 신상열 김졔 죠쥬원 만경 곽규욱 옥구 님유쳘 함열 김셕죵 용안 박원 익산 쇼셕두 여산 황쳘 고산 니용억 봉산 셰무쥬 김셕환 의원 면본관 탁지 쥬 니은영 최영셜 김사열 니범좌 김우석 봉규 군부쥬 신셕용 빈젼 졔쥬 니슌익갈이다,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985278
news_archive:CNTS-00098985279,1896,독립신문(서재필),Modern Korean,Hangeul,쳥국에셔 아라샤에 가 별샤 니홍쟝씨,쳥국에셔 아라샤에 가 별샤 니홍쟝씨 삼월 이십 팔일에 샹해셔 불난셔 우편션을 타고 구라파로 엿다더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985279
news_archive:CNTS-00098985280,1896,독립신문(서재필),Modern Korean,Hangeul,토이기 졍부 급 님군과 영국 졍부를,토이기 졍부 급 님군과 영국 졍부를 미안니 넉이 졍부 급 님군과 영국셔 급 님군고 의논야 영국 군를 동골라로 보낸 연고러라 토이기 졍부에셔 아라샤와 불난셔에 쳥여 영국 군가 그리 못가게 랴더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985280
news_archive:CNTS-00098985281,1896,독립신문(서재필),Modern Korean,Hangeul,프리가 남편 계타운에셔 온 젼신,프리가 남편 계타운에셔 온 젼신을 본즉 마타벌 에 사 검졍 인죵들이 니러나셔 거긔와 잇 구라파 사들을 악독히 죽엿다더라 어든지 쳔고 무지각 인죵들은 외국 사을이러케야만의 법으로 멸살니 엇지 셰계에 쳔를 밧지안니리요,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985281
news_archive:CNTS-00098985282,1896,독립신문(서재필),Modern Korean,Hangeul,새문밧 윤오 집에셔 불,새문밧 윤오 집에셔 불이 사흘젼에 낫듸 편을 즉  다른 편에셔 나니 그러 지가 사흘간에 닐곱번이 낫다니 이거슨 다름이 아니라 연화라  거슨인 언제든지 쵸목으로 든물건이 오래되면 습긔가 그즁에셔 겨 슐 덧기 즉 연이 더운 긔운이 기니 만일 우 더옵게 되면 불이 나 리치라 이런 불을 죠션사들은 리치를 몰으고 독갑이 불이라 다더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985282
news_archive:CNTS-00098985283,1896,독립신문(서재필),Modern Korean,Hangeul,산릉을 개셩이나 회덕 으로 왼긴단말,산릉을 개셩이나 회덕 으로 왼긴단말 잇스나 분명 쇼식은 아직 업더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985283
news_archive:CNTS-00098985284,1896,독립신문(서재필),Modern Korean,Hangeul,주지회샤,주지회셔울 졍동 각외국 샹등물건을 파 갑도 빗지 아니 더라 각 담와 다른 물건이 만이 잇더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985284
news_archive:CNTS-00098985285,1896,독립신문(서재필),Modern Korean,Hangeul,민필지,민필셰게 지리 셔를 한문으로 번역거신 사마다 볼만 이니 학문샹에 유의 이 이을 죵노 젼에셔 사시 갑슨 여덜냥,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985285
news_archive:CNTS-00098985286,1896,독립신문(서재필),Modern Korean,Hangeul,가메야회샤,가메야회셔울 졍동 외국 샹등 물건을 파 물건이 다 죠코 갑도 외누리 업더라,https://www.nl.go.kr/newspaper/detail.do?content_id=CNTS-00098985286
