doc_id,source_file,newspaper,newspaper_ko,genre,coverage_date,summit_episode,headline,standfirst,body,full_text,n_paragraphs,n_chars
iks_20180427_chosun_editorial_001,Chosun editorial 2018 April 27 corpus.txt,Chosun Ilbo,조선일보,editorial,2018-04-27,2018_april_summit,북핵 폐기로 민족사에 남을 남북 정상회담 바란다,,"문재인 대통령과 김정은 북한 노동당 위원장은 27일 판문점 남측 평화의 집에서 남북 정상회담을 갖는다. 이번 회담은 비핵화가 핵심 의제이자 사실상 모든 것이라는 점에서 앞서 두 번의 정상회담과는 완전히 성격이 다르다. 북핵 문제는 2000년, 2007년 정상회담 때도 이미 불거져 있었지만 개발 단계였고 미·북 제네바 합의와 6자회담 9·19 선언으로 각각 동결 상태였다. 또 북은 핵 문제는 미국과 상대한다며 남북 간에는 논의 자체를 꺼렸다.
그러나 이제 북은 여섯 차례 핵실험과 미국 본토까지 타격할 수 있는 대륙간탄도미사일(ICBM) 발사 실험까지 마치고 핵무력 완성 선언을 한 상태다. 남북 정상회담을 거쳐 6월 초 열릴 예정인 미·북 정상회담에서 북핵 폐기가 확정되지 못하면 한반도가 어떤 상태가 될지는 누구든 알 수 있다. 북에 대한 전면적 제재는 강화될 수밖에 없고, 만약 중국·러시아가 이에 비협조적으로 나올 경우 미국은 대북 군사제재에 대한 현실적인 검토에 들어갈 수밖에 없다. 정부는 이번 정상회담 주제로 '평화, 새로운 시작'을 내걸었다. 그러나 북핵 폐기라는 입구를 거치지 않고는 평화를 향해 한 발자국도 뗄 수 없는 것이 지금의 한반도 현실이다.
문재인 대통령도 이번 회담의 목표를 첫째도, 둘째도, 셋째도 북핵 폐기에 두고 있을 것이다. 김정은이 올해 초부터 여러 경로를 통해 밝힌 비핵화 의지를 분명하게 못 박도록 하는 것이 최우선 과제다. 전 세계 언론이 생중계하는 가운데 김정은이 육성으로 핵 포기를 약속하게 하고, 그 약속을 남북 정상 합의문에 담아야 한다. 북한이 즐겨 쓰는 '한반도 비핵화'의 정확한 의미가 무엇인지도 이번 기회에 정확하게 드러나야 한다. 한국에 배치됐던 전술핵은 1991년 한반도 비핵화 선언 때 모두 철수했다. 이제 비핵화는 북한 핵무기·시설을 폐기하고 핵물질을 국제사회로 이관하는 문제만 남았다. 북한이 다른 새로운 문제를 연계시켜 논점을 흐리지 못하도록 해야 한다.
북핵 폐기는 최종적으로 미·북 정상회담에서 타결될 수밖에 없다. 우리가 가장 심각한 피해자이자 당사자이지만 북핵을 포기시킬 힘이 없기 때문이다. 남북 정상회담은 트럼프 미 대통령과 김정은이 만난 자리에서 북핵 폐기의 구체적인 방식과 시한을 담판 지을 수 있도록 밑그림을 그리고 디딤돌을 놓는 과정이 될 가능성이 높다. 문 대통령은 미·북 정상회담으로 가는 김정은이 '1~2년 시한 내 핵 폐기'라는 궤도를 이탈하지 않도록 해야 한다. 김정은이 시진핑 중국 국가주석에게 밝혔다는 핵 문제의 점진적, 단계적 해결 방식은 트럼프 대통령이 받아들이지 않을 것이며, 자칫 트럼프 대통령이 회담장에서 일어나 나갈 수 있다는 점도 납득시켜야 한다.
많은 사람이 지금 마치 평화가 온 듯 생각하고 있다. 그러나 봄바람이 불 때 얼음이 깨지는 사고가 가장 많이 발생한다. 이번 남북 정상회담은 잔치판이 아니다. 살얼음 위를 걷는 회담이다. 북핵 폐기를 확인하면 성공이고 아니면 아무것도 아니다. 문 대통령이 결연한 의지로 북핵 폐기를 못 박고 김정은을 바른길로 이끌어 민족사를 바꾼 역사적 업적을 이룬 대통령으로 기록되기를 바란다.","북핵 폐기로 민족사에 남을 남북 정상회담 바란다
문재인 대통령과 김정은 북한 노동당 위원장은 27일 판문점 남측 평화의 집에서 남북 정상회담을 갖는다. 이번 회담은 비핵화가 핵심 의제이자 사실상 모든 것이라는 점에서 앞서 두 번의 정상회담과는 완전히 성격이 다르다. 북핵 문제는 2000년, 2007년 정상회담 때도 이미 불거져 있었지만 개발 단계였고 미·북 제네바 합의와 6자회담 9·19 선언으로 각각 동결 상태였다. 또 북은 핵 문제는 미국과 상대한다며 남북 간에는 논의 자체를 꺼렸다.
그러나 이제 북은 여섯 차례 핵실험과 미국 본토까지 타격할 수 있는 대륙간탄도미사일(ICBM) 발사 실험까지 마치고 핵무력 완성 선언을 한 상태다. 남북 정상회담을 거쳐 6월 초 열릴 예정인 미·북 정상회담에서 북핵 폐기가 확정되지 못하면 한반도가 어떤 상태가 될지는 누구든 알 수 있다. 북에 대한 전면적 제재는 강화될 수밖에 없고, 만약 중국·러시아가 이에 비협조적으로 나올 경우 미국은 대북 군사제재에 대한 현실적인 검토에 들어갈 수밖에 없다. 정부는 이번 정상회담 주제로 '평화, 새로운 시작'을 내걸었다. 그러나 북핵 폐기라는 입구를 거치지 않고는 평화를 향해 한 발자국도 뗄 수 없는 것이 지금의 한반도 현실이다.
문재인 대통령도 이번 회담의 목표를 첫째도, 둘째도, 셋째도 북핵 폐기에 두고 있을 것이다. 김정은이 올해 초부터 여러 경로를 통해 밝힌 비핵화 의지를 분명하게 못 박도록 하는 것이 최우선 과제다. 전 세계 언론이 생중계하는 가운데 김정은이 육성으로 핵 포기를 약속하게 하고, 그 약속을 남북 정상 합의문에 담아야 한다. 북한이 즐겨 쓰는 '한반도 비핵화'의 정확한 의미가 무엇인지도 이번 기회에 정확하게 드러나야 한다. 한국에 배치됐던 전술핵은 1991년 한반도 비핵화 선언 때 모두 철수했다. 이제 비핵화는 북한 핵무기·시설을 폐기하고 핵물질을 국제사회로 이관하는 문제만 남았다. 북한이 다른 새로운 문제를 연계시켜 논점을 흐리지 못하도록 해야 한다.
북핵 폐기는 최종적으로 미·북 정상회담에서 타결될 수밖에 없다. 우리가 가장 심각한 피해자이자 당사자이지만 북핵을 포기시킬 힘이 없기 때문이다. 남북 정상회담은 트럼프 미 대통령과 김정은이 만난 자리에서 북핵 폐기의 구체적인 방식과 시한을 담판 지을 수 있도록 밑그림을 그리고 디딤돌을 놓는 과정이 될 가능성이 높다. 문 대통령은 미·북 정상회담으로 가는 김정은이 '1~2년 시한 내 핵 폐기'라는 궤도를 이탈하지 않도록 해야 한다. 김정은이 시진핑 중국 국가주석에게 밝혔다는 핵 문제의 점진적, 단계적 해결 방식은 트럼프 대통령이 받아들이지 않을 것이며, 자칫 트럼프 대통령이 회담장에서 일어나 나갈 수 있다는 점도 납득시켜야 한다.
많은 사람이 지금 마치 평화가 온 듯 생각하고 있다. 그러나 봄바람이 불 때 얼음이 깨지는 사고가 가장 많이 발생한다. 이번 남북 정상회담은 잔치판이 아니다. 살얼음 위를 걷는 회담이다. 북핵 폐기를 확인하면 성공이고 아니면 아무것도 아니다. 문 대통령이 결연한 의지로 북핵 폐기를 못 박고 김정은을 바른길로 이끌어 민족사를 바꾼 역사적 업적을 이룬 대통령으로 기록되기를 바란다.",5,1534
iks_20180427_chosun_editorial_002,Chosun editorial 2018 April 27 corpus.txt,Chosun Ilbo,조선일보,editorial,2018-04-27,2018_april_summit,"文 정부의 '진리 정치', 한반도 평화 해친다","조선조 성리학자들처럼 正義 실현하고 惡 없애는 '진리 정치'를 文 정부 강행
국민 절반인 보수는 배척하고, 對敵했던 北만 포용은 '헛꿈'
남북보다 '南·南 화해' 절실","오늘 남북 정상이 판문점에서 만난다. 현실이 상상을 앞지르는 극적 순간이다. 한반도가 일촉즉발의 전쟁 위기에 시달린 것이 몇 달 전 일이다. 지금은 전 세계가 지켜보는 가운데 활짝 웃는 문재인 대통령과 김정은 국무위원장이 서로를 극진히 환대한다. 통 큰 '4·27 합의'로 한반도 평화에 대한 낙관론이 무한 증폭될 가능성이 높다. 평화와 통일을 정치의 대의(大義)로 삼는 문재인 정부의 '진리 정치'도 덩달아 강화된다.
진리 정치의 주창자들은 '정치의 목표가 진리와 정의 실현에 있다'고 믿는다. 조선 왕조의 성리학자들이 대표적이다. 현대에는 독재와 싸운 민주화 운동 정치가 진리 정치를 내면화했다. 문재인 정부는 진리 정치를 확신한다. '악의 세력'인 이명박·박근혜 정권을 '일망타진'하는 것을 역사의 소명으로 여긴다. 박근혜 국정원의 댓글 공작을 분쇄한 정의(正義)의 칼이 '드루킹 게이트' 앞에서는 한없이 무뎌진다. '우리 편은 항상 옳다'고 문재인 정부는 믿기 때문이다.
오늘 우리는 평화를 앞세운 민족통일 담론이 '진리 정치'의 새 군주로 등극하는 즉위식을 보고 있다. 전쟁 반보 직전에 대화로 일변(一變)한 것이 민족통일 담론의 효과를 극대화했다. 태풍처럼 밀어닥친 민족주의적 평화 공세 앞에 일반 대중은 분단체제 해소가 임박했다고 믿게 된다. '전쟁이냐, 평화냐'의 거친 이분법으로 우리를 압박하는 민족통일 담론의 감성적 호소력이 막강하다. '한반도 新경제 지도'가 창출할 경제 특수(特需)에 대한 기대가 평화통일 담론의 호소력을 키운다.
민족통일 담론이 절대적 진리로 격상될 때 남북 국가이성(國家理性)의 대립적 본질을 성찰하는 합리적 성찰은 설 자리를 잃는다. 진리 정치는 '우리 민족끼리' 통일 한반도의 새 역사를 만들겠다고 외친다. 김정은의 핵 완전 포기가 불가능에 가까우며 북한체제가 전면적 개혁·개방을 감당하기 어렵다는 경험칙(經驗則)에 입각한 신중론을 반공냉전주의라고 비난한다. 민족통일 담론에 대한 어떤 합리적 비판도 반민족적 사문난적(斯文亂賊)으로 취급한다. 진리 정치가 오히려 야만과 퇴행을 부추기는 한국 사회의 현재 모습이다.
제3차 남북정상회담은 획기적인 사건이다. 은근과 끈기의 문재인 식(式) 중재 외교가 빛을 발했다. 문 대통령은 트럼프의 미국과 김정은의 북한이 만날 수 있는 접점을 파고들었다. 미·북, 한·미, 북·중, 북·러, 북·일 정상회담의 연쇄 나비효과로 이어지는 국제정치의 큰 판을 펼치게 만들었다.
세계에 하나 남은 '냉전의 섬' 한반도의 냉전을 해체해 모두가 상생하는 세계사적 선(善)순환의 실마리가 마련되었다. 정부 주최 행사로는 역대 최대 규모의 취재진이 몰려온 게 단적인 증거이다. 지난 24일까지 등록 취재단이 41국 2850명에 외신만 184개사 869명에 이른다. 2000년, 2007년 1, 2차 정상회담 때의 두 배다.
벌써 문재인·김정은·트럼프 세 지도자의 노벨 평화상 공동 수상까지 예상하는 이들도 있다. 북한이 완전하고 검증 가능하며 되돌릴 수 없는 핵폐기(CVID)에 합의하고 핵폐기를 최단기간에 완료할 때나 가능한 시나리오다. 하지만 최상의 그림과 최악의 구도는 야누스의 두 얼굴처럼 붙어있다. 남북, 미·북 정상회담이 모두 성공해도 북핵 폐기 실행은 첩첩산중의 험로다.
미국이 과거의 북핵을 인정하는 '코리아 패싱'으로 한국의 대북 종속이 현실화할 수도 있다. 트럼프가 회담장을 박차고 나간다면 한반도 전쟁 위기는 더 악화된다. 장밋빛 민족통일 담론이 이런 현실적 시나리오들을 은폐할 때 최악의 재앙이 갑자기 덮칠 수도 있다.
남북 정상의 만남을 환영하며 한반도 평화가 이루어지기를 진심으로 고대한다. 하지만 오늘의 회담은 ""평화, 새로운 시작""을 향한 천리 길의 첫걸음일 뿐이다. 내부의 합리적 비판 세력까지 적(敵)으로 여겨 타도하려는 야만적 진리 정치가 득세할 때 남북 평화는 고사하고 남남(南南) 평화조차 요원하다. 자(自)국민의 절반인 보수를 포용하지 못하는 진보가 전쟁으로 대적했던 북한체제를 껴안겠다는 것은 백일몽에 불과하다.
한국 사회 안의 통합과 화해가 전제되지 않을 때, 역사는 언제든지 역진(逆進)할 수 있다. 제1, 2차 남북정상회담의 좌절이 증명한다. 제3차 남북정상회담이라는 남북 화해와 평화의 현장에서 문재인 정부는 우리 사회 내부의 화해와 평화도 숙고해야 마땅하다. 진보·보수의 대통합 없는 남북 평화 공존은 불가능하다. 국민을 둘로 나누는 문재인 정부의 진리 정치는 한반도 평화에 해롭다.","文 정부의 '진리 정치', 한반도 평화 해친다
조선조 성리학자들처럼 正義 실현하고 惡 없애는 '진리 정치'를 文 정부 강행
국민 절반인 보수는 배척하고, 對敵했던 北만 포용은 '헛꿈'
남북보다 '南·南 화해' 절실
오늘 남북 정상이 판문점에서 만난다. 현실이 상상을 앞지르는 극적 순간이다. 한반도가 일촉즉발의 전쟁 위기에 시달린 것이 몇 달 전 일이다. 지금은 전 세계가 지켜보는 가운데 활짝 웃는 문재인 대통령과 김정은 국무위원장이 서로를 극진히 환대한다. 통 큰 '4·27 합의'로 한반도 평화에 대한 낙관론이 무한 증폭될 가능성이 높다. 평화와 통일을 정치의 대의(大義)로 삼는 문재인 정부의 '진리 정치'도 덩달아 강화된다.
진리 정치의 주창자들은 '정치의 목표가 진리와 정의 실현에 있다'고 믿는다. 조선 왕조의 성리학자들이 대표적이다. 현대에는 독재와 싸운 민주화 운동 정치가 진리 정치를 내면화했다. 문재인 정부는 진리 정치를 확신한다. '악의 세력'인 이명박·박근혜 정권을 '일망타진'하는 것을 역사의 소명으로 여긴다. 박근혜 국정원의 댓글 공작을 분쇄한 정의(正義)의 칼이 '드루킹 게이트' 앞에서는 한없이 무뎌진다. '우리 편은 항상 옳다'고 문재인 정부는 믿기 때문이다.
오늘 우리는 평화를 앞세운 민족통일 담론이 '진리 정치'의 새 군주로 등극하는 즉위식을 보고 있다. 전쟁 반보 직전에 대화로 일변(一變)한 것이 민족통일 담론의 효과를 극대화했다. 태풍처럼 밀어닥친 민족주의적 평화 공세 앞에 일반 대중은 분단체제 해소가 임박했다고 믿게 된다. '전쟁이냐, 평화냐'의 거친 이분법으로 우리를 압박하는 민족통일 담론의 감성적 호소력이 막강하다. '한반도 新경제 지도'가 창출할 경제 특수(特需)에 대한 기대가 평화통일 담론의 호소력을 키운다.
민족통일 담론이 절대적 진리로 격상될 때 남북 국가이성(國家理性)의 대립적 본질을 성찰하는 합리적 성찰은 설 자리를 잃는다. 진리 정치는 '우리 민족끼리' 통일 한반도의 새 역사를 만들겠다고 외친다. 김정은의 핵 완전 포기가 불가능에 가까우며 북한체제가 전면적 개혁·개방을 감당하기 어렵다는 경험칙(經驗則)에 입각한 신중론을 반공냉전주의라고 비난한다. 민족통일 담론에 대한 어떤 합리적 비판도 반민족적 사문난적(斯文亂賊)으로 취급한다. 진리 정치가 오히려 야만과 퇴행을 부추기는 한국 사회의 현재 모습이다.
제3차 남북정상회담은 획기적인 사건이다. 은근과 끈기의 문재인 식(式) 중재 외교가 빛을 발했다. 문 대통령은 트럼프의 미국과 김정은의 북한이 만날 수 있는 접점을 파고들었다. 미·북, 한·미, 북·중, 북·러, 북·일 정상회담의 연쇄 나비효과로 이어지는 국제정치의 큰 판을 펼치게 만들었다.
세계에 하나 남은 '냉전의 섬' 한반도의 냉전을 해체해 모두가 상생하는 세계사적 선(善)순환의 실마리가 마련되었다. 정부 주최 행사로는 역대 최대 규모의 취재진이 몰려온 게 단적인 증거이다. 지난 24일까지 등록 취재단이 41국 2850명에 외신만 184개사 869명에 이른다. 2000년, 2007년 1, 2차 정상회담 때의 두 배다.
벌써 문재인·김정은·트럼프 세 지도자의 노벨 평화상 공동 수상까지 예상하는 이들도 있다. 북한이 완전하고 검증 가능하며 되돌릴 수 없는 핵폐기(CVID)에 합의하고 핵폐기를 최단기간에 완료할 때나 가능한 시나리오다. 하지만 최상의 그림과 최악의 구도는 야누스의 두 얼굴처럼 붙어있다. 남북, 미·북 정상회담이 모두 성공해도 북핵 폐기 실행은 첩첩산중의 험로다.
미국이 과거의 북핵을 인정하는 '코리아 패싱'으로 한국의 대북 종속이 현실화할 수도 있다. 트럼프가 회담장을 박차고 나간다면 한반도 전쟁 위기는 더 악화된다. 장밋빛 민족통일 담론이 이런 현실적 시나리오들을 은폐할 때 최악의 재앙이 갑자기 덮칠 수도 있다.
남북 정상의 만남을 환영하며 한반도 평화가 이루어지기를 진심으로 고대한다. 하지만 오늘의 회담은 ""평화, 새로운 시작""을 향한 천리 길의 첫걸음일 뿐이다. 내부의 합리적 비판 세력까지 적(敵)으로 여겨 타도하려는 야만적 진리 정치가 득세할 때 남북 평화는 고사하고 남남(南南) 평화조차 요원하다. 자(自)국민의 절반인 보수를 포용하지 못하는 진보가 전쟁으로 대적했던 북한체제를 껴안겠다는 것은 백일몽에 불과하다.
한국 사회 안의 통합과 화해가 전제되지 않을 때, 역사는 언제든지 역진(逆進)할 수 있다. 제1, 2차 남북정상회담의 좌절이 증명한다. 제3차 남북정상회담이라는 남북 화해와 평화의 현장에서 문재인 정부는 우리 사회 내부의 화해와 평화도 숙고해야 마땅하다. 진보·보수의 대통합 없는 남북 평화 공존은 불가능하다. 국민을 둘로 나누는 문재인 정부의 진리 정치는 한반도 평화에 해롭다.",10,2183
iks_20180427_chosun_editorial_003,Chosun editorial 2018 April 27 corpus.txt,Chosun Ilbo,조선일보,editorial,2018-04-27,2018_april_summit,김정은에 '받들어 총',,"김정은 북한 국무위원장은 27일 남북 정상회담에 앞서 회담장인 판문점 평화의집 앞에서 우리 군 의장대를 사열(査閱)한다. 북한 지도자로선 처음이다. 장소가 협소해 의장대 규모를 줄이고 인공기 게양과 북한 국가 연주는 하지 않는다고 했다. 하지만 '국빈에 대한 최고의 경의'를 표하는 군 의장 행사로서의 의미는 별반 다르지 않다. 의장대원들은 '주적(主敵)'이라고 배워 온 북한의 김정은에게 '받들어 총'을 해야 한다.
국방부는 보도 자료에서 ""역사적 유래, 국제적 관례 및 과거 사례 등을 바탕으로 상호 존중과 예우를 다하기 위해 의장 행사를 한다""고 밝혔다. ""상호주의에 입각해 결정된 것""이라고도 했다. 김대중 전 대통령과 노무현 전 대통령이 각각 2000년과 2007년 북한을 방문했을 때 북한군 의장대를 사열했기 때문에 김정은에게도 당연히 똑같이 하는 거란 얘기다.
하지만 '상호 존중과 예우' '남북 간 상호주의'에 앞서 군이 6·25 분단의 역사와 북한의 끊임없는 도발, 그로 인해 목숨을 잃은 국군 전사자와 유가족의 마음을 헤아렸는지 의문이다. 북한이 일으킨 6·25전쟁으로 우리 국군 13만7800여명이 전사(戰死)했다. 민간인 사망자는 37만명이 넘는다. 북한은 휴전 이후에도 비무장지대(DMZ)에서 507건의 도발을 했다. 아웅산 폭탄 테러, KAL기 폭파 사건에 이어 1·2차 연평해전, 천안함 폭침, 연평도 포격 등 대형 군사 도발을 저질렀다. 이로 인해 목숨을 잃은 우리 국민과 장병도 숱하다.
그럼에도 북한은 지금까지 한 번도 제대로 공식 사과하거나 유감을 표명한 적이 없다. 오히려 ""6·25는 남측이 일으켰다""고 주장하고 있다. 천안함 등 각종 도발과 테러에 대해선 ""남조선 모략극""이라고 발뺌하고 있다. 6·25 정전협정 장소이자 유엔사 관할인 판문점에서 의장대 사열을 해야 하느냐는 지적도 나온다.
국방부는 정치적 논란을 의식한 듯 ""냉전시대에도 미·소, 미·중 간 정상회담 때 의장대 사열을 했다""고 했다. 하지만 이 국가들은 어느 일방의 잇따른 군사 도발로 다른 나라의 국군과 국민의 목숨을 앗아 간 사이가 아니었다. 2000년11월 빌 클린턴 미국 대통령은 서로 전쟁을 치렀던 베트남을 방문해 의장대 사열을 했는데, 이는 국교 정상화·무역협정 체결 등 10년 넘게 양국이 쌓아 올린 신뢰의 결과물이었다.
북한 비핵화와 한반도 평화체제를 향한 분위기 조성을 위해 군 의장대 행사 정도는 감수해야 하는 것 아니냐는 목소리도 있다. 하지만 북의 위협에 맞서 국가 안보를 지켜야 할 군이 굳이 정상회담장에 의전 들러리를 서야 하는지는 의문이다. 김정은에게 '받들어 총'을 하는 군의 모습, 아무리 곱씹어봐도 불편하다.","김정은에 '받들어 총'
김정은 북한 국무위원장은 27일 남북 정상회담에 앞서 회담장인 판문점 평화의집 앞에서 우리 군 의장대를 사열(査閱)한다. 북한 지도자로선 처음이다. 장소가 협소해 의장대 규모를 줄이고 인공기 게양과 북한 국가 연주는 하지 않는다고 했다. 하지만 '국빈에 대한 최고의 경의'를 표하는 군 의장 행사로서의 의미는 별반 다르지 않다. 의장대원들은 '주적(主敵)'이라고 배워 온 북한의 김정은에게 '받들어 총'을 해야 한다.
국방부는 보도 자료에서 ""역사적 유래, 국제적 관례 및 과거 사례 등을 바탕으로 상호 존중과 예우를 다하기 위해 의장 행사를 한다""고 밝혔다. ""상호주의에 입각해 결정된 것""이라고도 했다. 김대중 전 대통령과 노무현 전 대통령이 각각 2000년과 2007년 북한을 방문했을 때 북한군 의장대를 사열했기 때문에 김정은에게도 당연히 똑같이 하는 거란 얘기다.
하지만 '상호 존중과 예우' '남북 간 상호주의'에 앞서 군이 6·25 분단의 역사와 북한의 끊임없는 도발, 그로 인해 목숨을 잃은 국군 전사자와 유가족의 마음을 헤아렸는지 의문이다. 북한이 일으킨 6·25전쟁으로 우리 국군 13만7800여명이 전사(戰死)했다. 민간인 사망자는 37만명이 넘는다. 북한은 휴전 이후에도 비무장지대(DMZ)에서 507건의 도발을 했다. 아웅산 폭탄 테러, KAL기 폭파 사건에 이어 1·2차 연평해전, 천안함 폭침, 연평도 포격 등 대형 군사 도발을 저질렀다. 이로 인해 목숨을 잃은 우리 국민과 장병도 숱하다.
그럼에도 북한은 지금까지 한 번도 제대로 공식 사과하거나 유감을 표명한 적이 없다. 오히려 ""6·25는 남측이 일으켰다""고 주장하고 있다. 천안함 등 각종 도발과 테러에 대해선 ""남조선 모략극""이라고 발뺌하고 있다. 6·25 정전협정 장소이자 유엔사 관할인 판문점에서 의장대 사열을 해야 하느냐는 지적도 나온다.
국방부는 정치적 논란을 의식한 듯 ""냉전시대에도 미·소, 미·중 간 정상회담 때 의장대 사열을 했다""고 했다. 하지만 이 국가들은 어느 일방의 잇따른 군사 도발로 다른 나라의 국군과 국민의 목숨을 앗아 간 사이가 아니었다. 2000년11월 빌 클린턴 미국 대통령은 서로 전쟁을 치렀던 베트남을 방문해 의장대 사열을 했는데, 이는 국교 정상화·무역협정 체결 등 10년 넘게 양국이 쌓아 올린 신뢰의 결과물이었다.
북한 비핵화와 한반도 평화체제를 향한 분위기 조성을 위해 군 의장대 행사 정도는 감수해야 하는 것 아니냐는 목소리도 있다. 하지만 북의 위협에 맞서 국가 안보를 지켜야 할 군이 굳이 정상회담장에 의전 들러리를 서야 하는지는 의문이다. 김정은에게 '받들어 총'을 하는 군의 모습, 아무리 곱씹어봐도 불편하다.",6,1314
