doc_id,source_file,newspaper,newspaper_ko,year,summit_episode,doc_index,headline_candidate,standfirst_candidate,text,start_sentence_index,end_sentence_index,n_sentences,n_chars,has_headline_candidate,boundary_method
iks_doc_2000_chosun_001,Chosun 2000 annotated text file unicode.txt,Chosun Ilbo,조선일보,2000,2000_june_summit,1,,,"오늘 분단 후 첫 남북정상회담 김 대통령 김정일 위원장 역사적 평양 대좌 전용기 이용 서해 거쳐 순안공항으로 ""온 겨레가 잘사는 길 찾자"" 도착 성명 김대중 대통령과 김정일 국방위원장의 남북정상회담이 13일 낮 평양에서 열린다.
김 대통령은 부인 이희호 여사와 함께 이날 오전 3부 요인, 시민 등의 환송을 받으며 전용 기편으로 서울공항을 출발해 1시간쯤 뒤 평양 순안공항에 도착하면서 2박 3일 간의 방북 일정을 시작한다.
김 대통령은 먼저 김 국방위원장과 1차 단독 정상회담을 갖고, 55년 간의 적대적 남북 관계를 화해 협력 평화 공존 체제로 전환하기 위해 의제의 제한 없이 허심탄회한 의견을 교환할 예정이다.
김 대통령은 평양 체류 기간 중 김 국방위원장과 두 차례 이상 단독 회담을 갖고 남북 간의 긴장 해소 남북 교류 증진 경제 협력의 확대 남북 이산가족 상봉 김 국방위원장의 서울 방문 등을 논의해 실천할 수 있는 합의 사항을 중심으로 남북 정상 간 '공동 성명' 발표를 추진할 방침이다.
김 대통령은 또 철도 도로 등 북한의 사회 간접 자본 확충과 농업 기반 개선, 남북한 간 체육 문화 교류, 북한의 국제 사회 진출 문제도 협의할 것으로 알려졌다.
김 대통령과 김 위원장은 한 차례의 확대 정상회담을 갖고 두 정상 간 합의에 대한 세부 사항을 논의하며, 김 대통령을 수행하는 재계 언론계 학계 문화계 체육계 등 20여 명의 각계 대표들도 북한 측 관계자들과 관련 분야에 대한 상호 협력 방안을 논의할 예정이다.
박준영 청와대 대변인은 12일 ""김 대통령은 서울공항 출발 성명에서 '북측에 가서 김 위원장과 만나 하고 싶은 얘기를 다해 남과 북이 서로를 더 잘 이해할 수 있도록 노력하겠다'는 뜻을 국민들에게 밝히는 데 잇어, 평양 도착 성명에서 '남북 온 겨레가 평화롭고 행복하게 잘 살ㄹ 수 있는 길을 찾자'고 호소할 것""이라고 말했다.
방북에는 이헌재 재정 경제, 박재규 통일, 박지원 문화 관광 장관과 청와대의 한광옥 비서실장, 이기호 경제, 황원탁 외교 안보, 박준영 공보 수석 등 공식 수행원 및 대표단 130명과 공동 취재단 50명도 함께 참여한다.
김 대통령은 15일 육로로 판문점을 거쳐 서울로 돌아온다.
김 대통령의 서울공항 출발 및 평양 순안공항 도착 행사 등 몇몇 주요 행사는 TV로 생중계된다.
정상회담 축하 우표 전자 화폐 남북 정상회담을 기념하는 우표와 전자 화폐가 나왔다.
확성기 ""우리가 독일이라면 8번만 더 만나면 된다.""민주당 장성민 의원, 독일의 경우 아홉 차례의 정상회담 이후 결국 통일의 길로 들어섰다며.
""정상회담 후에도 북측의 감미롭ㄴ 노래 틀기가 계속될지는 알ㄹ 수 없다.""한국 통역 장교의 말을 인용한 미국 LA 타임스지 보도, 정상회담을 앞두고 북한의 대남 비방 방송이 줄어 들었지만 앞으로 어떻게 될지 알ㄹ 수 없다며.
남북 교류 현주소 '금기'에서 즐기는'문화 상품'된다 교류는 이미 시작됐다.
정상들의 만남은 오늘 처음 이루어지지만, 남북한 문화는 상호 교감 단계에 접어들고 있다.
판문점을 넘어 오가는 것은 눈에 보이는 공연단만이 아니다.
'분단 이후 처음'이라는 수식어가 붙는 문화적 사건이 올 들어 줄을 잇고 있다.
우리 출판사가 북한 저술가 원고를 정식 계약 맺고 들여 와 책을 냈고, '휘파람' 등 북한 히트 가요가 CD로 나오고 전파를 타면서 젊은이들이 흥얼거린다.
북한은 북한대로 그동안 금지돼 온 '목포의눈물' '눈물젖은두만강' 등 이른바 식민지 시대 노래들을 최근 해금, 이들 곡을 담은 '계몽기 가요 선곡집'이 인기라고 외신들은 전한다.
분단 55년이 강요한 이질화의 외피를 서서히 벗어 가며 남북 양측이 민간 차원에서 문화적 동질성의 공감대를 적극적으로 타진해 가고 있다.
출판계는 이제 북한을 문화적 파트너로 상대하며 저작권료까지 준다.
푸른숲 출판사가 내는 '개성이야기'는 북한 향토 사학자 송경록씨와 직접 계약을 통해 돈을 주고 원고를 받아 간행했다.
서울대출판부도 최근 북한 서적 '조선유적유물 도감' 내용 일부를 우리 학술 총서 '북한의문화재와문화유적'에 전재하면서 중국 연변 대학 측 중개로 북의 조선출판물수출입사로부터 정식으로 판권을 사 들이었다.
또 누리미디어는 최근 고려 문인 이규보의 '동국이상국집' 번역을 북한 사회과학원에 의뢰해, 'CD/ROM 동국이상국집'을 냈다.
'지금 북한에선'류의 방송 프로그램 에서 '자료 화면'으로나 살짝 대할 수 있던 북한 영화와 대중 가요들.
그러나 이젠 우리 구미에 맞는다면 ‘즐기는’ 문화 상품이 됐다.
정부 허락에 따라 북한 SF 괴수 영화 '불가사리'는 곧 국내 극장가에 걸려 '북한판 용가리'로 가족 관객들에게 손짓할 것이다.
또 다른 북한 영환 '홍길동', '사랑사랑나의사랑' '꽃팔는처녀' 등도 수입 추진 중이며 별 문제 없이 선 보일 전망이다.
TV마다 예전에 볼 수 없었던 북한 영화도 넘쳐난다.
MBC가 지난 10일과 12일 신상옥 감독이 북한에서 만들ㄴ 영화 '사랑사랑나의사랑'과 북한 영화 '온달전'을 내보냈고, SBS가 10일 '홍길동'을 방송했다.
EBS도 11일 '소년장수'와 '영리한너구리' 등 북한 애니메이션 특집을 내보냈다.
북한 문화 공식 도입 러시도 괄목할 일이지만, 음악 미술 분야는 양측의 인적 접촉과 교류가 활발하다.
오는 8월 15일 광복절 임진각에서는 우리 소프라노 조수미와 북한 테너가 한 무대에 서는 '남북 화합 야외 음악회'가 문화부 KBS 주최로 열린다.
우리 여성 국극단도 북한 '피바다가무단'과 공동으로 8월이나 9월쯤 평양봉화 극장에서 '대춘향전'을 공연하기로 합의했다.
미술의 경우, 남북한 작가 33인의 판문점 합동 전시회가 성사될 전망이다.
미술 협회 박석원 이사장은 ""합동 전시회 실무 협의를 위한 미술계 인사들의 방북 허가를 통일부로부터 이미 받았으며, 문화 관광부에 예산도 신청했다""라고 밝혀, 지난해부터 남북 미술계 사이에 진행된 비공식 협의가 순조롭게 진행되고 있음을 시사했다.
종교는 경제 분야 다음으로 남북 교류 역사가 오랜 분야다.
불교 조계종은 최근 '민족공동체추진 본부'를 구성하고 불교 유적 공동 조사 사업, 통일 기금 조성 등을 추진하고 있다.
감리교는 96년 폐쇄된 북한의 교역자 양성 기관 '평양신학원'의 재개설 비용을 지원하기로 지난 5월 북측과 합의했다.
가톨릭은 전국 15개 교구와 북한 각 지역 간에 자매 결연을 했다.?
이런 교류 무드 속에서 남북 정상회담이 좋은 성과를 맺으면 남북의 문화계 사이엔 더욱 커다랗ㄴ 물꼬가 트일 전망이다.
모든 장르에 걸쳐 상호 방문과 교류 합작이 잇따르고, 일반 관객의 자유롭ㄴ 왕래까지 가능해질 것으로 전망된다.
이미 지휘자 정명훈씨는 98년 방북 연주 승인을 받아 놓고 북측을 노크하고 있으며 한국 오페라단의 '황진이', 민주당 김경재 의원이 단장을 맡은 남성 합창단 '프리모 칸탄테'가 평양 공연을 준비 중이다.
예술의전당은 2001년 4월을 목표로 북한 국립교향악단의 서울 공연을, 국립현대미술관 측은 북한 측 조선미술 박물관의 교환 전시회를 각각 추진 중이다.
한편 한국연극 협회는 10일 남북연극교류특별위원회(위원장 노경식)를 구성하고 올 가을 열릴 23회 서울연극제에 북측 연극인들을 초청하기로 했다.
가톨릭에선 김수환 추기경과 서울 대교구 교구장인 정진석 대주교가 방북 의사를 밝혔다.
영화 방송의 남북한 합작 움직임도 활발하다.
평양 교예단을 초청해 대북 교섭력을 자랑한 NS21 김보애씨는 북한과 합작 영화 '아리랑'을 제작할 계획을 밝혔고, KBS는 대하 사극 '태조 왕건'의 개성 현지 촬영을 추진 중이다.
방북하는 차범석 예술원 회장은 ""방북 중 남북한 문인들의 작품을 함께 수록하는 100권짜리 '통일 문학 전집'의 공동 간행을 북측과 협의하겠다""고 밝혀 가장 교류가 뒤진 문학 분야의 경우도 회담을 계기로 남북 교류가 급진전될 것으로 보인다.
물론 '상호 교류'라고 하지만 현재로서는 우리가 북한 문화를 수용하는 쪽으로 치우쳐 있다.
남북정상회담 해외 동포 반응 LA 한인 방송서 회담 실황 중계 재외 동포들은 55년 만에 처음 열리는 남북정상회담에 많은 관심을 보이고 있다.
정상회담 모습을 생중계하는가 하면, 화해의 음악회를 여는 등 회담 성공을 기원하고 있다.
미국
재미 기독교 단체들은 지난 3일부터 12일까지 로스앤젤레스, 애틀랜타, 워싱턴, 뉴욕 등 6 대 도시에서 '남북한 화해를 위한 기도와 음악회'를 잇달아 개최하고 있다.
국제전략화해연구소(이사장 손인화 목사)가 주최하는 이 행사에서 모은 헌금은 북한의 장애인용 휠체어와 산모용 항생제를 사서 보내는 데 쓸 예정이다.
손 이사장은 ""남북정상회담의 성공적인 개최와 남북한의 진정한 화해를 위해 미국 전역의 교포들이 마음을 하나로 모으고 있다""고 말했다.
로스앤젤레스의 한인 TV 방송인 KTE와 KTAN는 남북정상회담 실황을 위성으로 생중계해 교포들에게 생생하게 전달하기로 했다.
김대중 대통령의 서울공항 출발, 평양 도착, 김정일 위원장과의 정상회담, 만찬 등 각종 행사, 김 대통령의 판문점을 통한 서울 귀환 모습 등을 본국의 KBS와 MBC로부터 직접 위성으로 받아 동시 방영하기로 했다고 두 방송사 측은 밝혔다.
일본
재일 동포들은 남북정상회담 개최에 대해 민단이나 조총련계 모두 기본적으로는 “기쁜 일로 환영한다""는 입장이지만, 한편으로는 '기대 반 우려 반'의 시각으로 바라보고 있다.
윤대진 나고야(명고옥) 한국 학교장은 ""여러 면에서 재일 동포 사회에 좋은 영향을 줄 것으로 본다""며 ""정상회담이 잘 되면 민단에서도 여러 가지 면에서 조총련계 동포들과 교류하는 움직임이 가속될 것""이라고 말했다.
그는 ""민족 교육이라는 측면에서 이번 회담이 좋은 재료가 되고 있다""면서 ""개인적으로 (상대방과) 교류하고 싶어도 못하았던 사람들이 이제 조직적으로 나설 수 있는 계기가 될 것""이라고 환영했다.
조총련계 동포들도 '장군님의 영도력 덕분'이라는 토를 달기는 하지만 회담 성공을 기원하기는 마찬가지다.
조선청년동맹을 중심으로 한 도쿄의 일부 청년들은 10일 도쿄 시내에서 '통일 집회'를 열어 회담에 성과가 있기를 당부했다.
중국
중국 조선족 동포들은 남북정상회담이 가져올 한반도의 화해와 교류를 바라면서도, 지나친 기대는 삼간 채 회담 진행 과정을 차분히 지켜 보겠다는 분위기다.
북한에 대해 그 누구보다도 잘 아는 이들은 50여 년 만에 찾아온 첫 정상회담이 한반도의 대치 구도를 바꾸는 계기가 되길 간절히 바라지만, 북한 정권의 특성상 한꺼번에 너무 많은 것을 기대하면 곤란하다는 견해를 피력하고 있다.
중국의 200만 조선족 동포들은 한반도 분단 이후 남북한 정권의 틈바구니에서 숱한 심리적 갈등을 겪었다.
같은 민족임에도 불구하고 북한 편을 들면 남한의 미움을 받고, 남한을 도와주면 북한으로부터 배척됐기 때문이다.
북한 문제를 연구하는 조선족 학자들 역시 어렵게 맞은 남북정상회담에 기대를 걸면서도 한국 정부에 대해서는 '신중한 자세'를 주문했다.
중국 공산당 중앙당 교의 조호일 교수는 ""그동안 미국과만 대화하려던 북한이 한국과 만나려 한 것 자체가 큰 의미가 있는 것 아니냐""며 ""회담은 잘 될 것""이라고 기대했다.
구소련
구소련 지역 거주 한인들은 이번 남북정상회담에 대해 열렬한 환영을 보내고 있다.
한국인이라고도 조선인이라고도 할 수 없어 스스로를 '카레이스키(고려인)'라고 부르고 있는 이들은 이번 남북회담에 많은 기대를 걸고 있다.
조 바실리(50) 고려인연합회 회장은 ""연합회 명의로 남북정상회담을 축하한다는 내용의 편지를 김대중, 김정일 두 남북 정상에게 보냈다""고 밝히면서 ""이번 정상회담이 통일을 위한 대화의 첫걸음이 되기를 희망한다""고 말했다.
""남북 문제는 자주 왕래하면 해결될 것"" 올해로 100세 생일 맞은 황해도 출신 최태영 옹 한 세기를 살아온 '한국 현대사의 살ㄴ 증인' 최태영(100 전 서울 법대 학장)씨는 남북 정상회담을 앞두고 감회가 남다르다.
황해도 은율군(현 장련 군) 출신으로, 지난 3월 100번째 생일을 맞은 최씨는 “떠난 지 오래지만 고향 모습이 눈에 선하다""며 ""나를 알아볼 사람 하나 없어도 고향을 방문하고 싶은 생각은 간절하다""고 말했다.
그는 ""남북정상회담은 민족 화해 무드를 조성할 수 있는 기회""라며 ""정상회담에서 실향민 정서를 이해하고, 이산가족의 생사 확인과 자유롭ㄴ 서신 왕래도 반드시 논의해야 한다""고 강조했다.
최씨는 또 ""남북 문제는 자주 왕래하는 것 만큼 현실적인 것이 없다""고 말했다.
최씨는 광복 이후 최초의 법학 교수로, 대한민국 관련 법을 제정하는 데 기여했다.
6·25 직후 북한 군에 잡혀 동대문 경찰서로 끌려갔지만 탈출했다.
이후 식민 사관을 타파하고 민족사를 복원하기 위해 상고사 연구에 뛰어들었다.
1998년 인천 대 한국 역사 강의를 마지막으로 교단에서 은퇴했다.
지금은 인천 중구 율곡 동 자택을 찾아오는 제자들과 지난 세월을 반추하고 있다.",1,84,84,6281,False,file_start_fallback
iks_doc_2000_chosun_002,Chosun 2000 annotated text file unicode.txt,Chosun Ilbo,조선일보,2000,2000_june_summit,2,환영 남북정상회담 12일 부산 해운대 구 도꾜 호텔 벽에 남북 정상들의 사진과 통일을 기원하는 문구가 실린 대형 플래카드가 내걸렸다.,,"이 플래카드는 재미 교포 신태수(44)씨가 4개를 제작해 2개는 뉴욕과 워싱턴 거리에 내걸었고 나머지 1개는 평양에 보낸 것으로 알려졌다.
특별 수행원들 표정 북 자료 보며 조용히 보내 한복 정장 준비하기도 남북 정상회담을 하루 앞둔 12일, 김대중 대통령을 수행하는 국내 인사들은 갑자기 하루 일정이 없어짐에 따라 평소보다 더 조용한 하루를 보내며 방북을 준비했다.
대통령 주치의 허갑범 연세대 의대 교수는 오전에는 외래 환자를 진료하고 오후에는 연구실을 지켰다.
허 교수는 ""원래 예정에 없던 외래라 환자가 평소보다 더 적었다""고 말했다.
허 교수는 ""180여 명이 가기 때문에 의료 문제가 없을 것이라고는 볼 수 없지만 큰 일은 없을 것""이라고 말했다.
그는 ""말도 같은 말을 쓰니 다른 해외 여행 때보다 오히려 더 편하지 않겠느냐""고 말했다.
오후 1시쯤 출근, 매주 월요일 열리는 회장단 사무국 직원 회의를 진행하며 하루를 보낸 차범석 예술원장은 ""분단 이후 첫 정상회담이라는 역사적인 순간을 맞고 있지만 마음은 생각 외로 담담하다""고 말했다.
오는 10월 극단 '신시'가 무대에 올리는 '로마의휴일’ 번역 작업에 열중인 차 원장은 오후 3시 30분쯤 ""오늘까지 원고를 마감하기로 했다""며 곧바로 집으로 향했다.
평소 밤 12시쯤 잠에 들ㄴ다는 차 원장은 이날 “가볍게 술 한 잔 하고 일찍 잠에 들어야 되겠다""고 말하기도 했다.
여성계 대표로 수행단에 참여한 이화여대 장상 총장은 외부와의 연락을 끊은 채 하루 종일 북한 사회 전반과 여성계에 대한 관련 자료를 읽으며 차분히 방북을 준비했다.
장 총장은 ""북한 전문가가 아니므로 실수하면 안된다""는 생각을 하고 있다고 이 대 관계자는 전했다.
평안북도 용암포 출생인 장 총장은 미국에 있는 언니에게 전화를 걸며 감회를 나눴으며, 북한에 가서 입을 한복 정장을 한 벌 준비한 것으로 알려졌다.
이미 북한을 방문했고, 현재는 남북 단일 축구 팀 구성 등에 힘쓰고 있는 정몽준 축구협회 회장은 오전 축구협회 사무실에 잠깐 들른 것 이외에는 특별한 일정을 갖지 않았다.
정 회장은 남북 정상회담이 오는 10월 레바논에서 열리는 아시안컵에 참가하는 남북 단일팀 구성 문제에 촉진제가 될 것으로 기대하고 있다고 축구협회 관계자는 밝혔다.
LG 그룹 구본무 회장도 정상 출근해 국제 물류 센터 북한 건설 사업, 전자 산업 등 그룹이 추진 중인 대북 사업을 다시 점검했다.
""아! 어머니... 살아 계신가요?"" 8살 때 1.4후퇴 생이별... 못 부친 '어머님 전상서' 600편 실향민 이창남씨, 한 맺힌 사모곡 모아 책으로 어머니 저 장가 갑니다.",85,100,16,1285,True,unpunctuated_headline_run
iks_doc_2000_chosun_003,Chosun 2000 annotated text file unicode.txt,Chosun Ilbo,조선일보,2000,2000_june_summit,3,"색시는 돼지 띠, 부산 처녀... 1969년 9월 아들 올림",,새벽 꿈엔 고향 원산 들러 어머니 얼싸안다 깨어나...,102,102,1,30,True,unpunctuated_headline_run
